copanim_00.png, 0, 0, 256, 128, 0, 0, 0, 0
copanim_01.png, 0, 128, 256, 128, 0, 0, 0, 0
copanim_02.png, 0, 256, 256, 128, 0, 0, 0, 0
copanim_03.png, 0, 384, 256, 128, 0, 0, 0, 0
copanim_04.png, 256, 0, 256, 128, 0, 0, 0, 0
copanim_05.png, 512, 0, 256, 128, 0, 0, 0, 0
copanim_06.png, 768, 0, 256, 128, 0, 0, 0, 0
copanim_07.png, 256, 128, 256, 128, 0, 0, 0, 0
copanim_08.png, 256, 256, 256, 128, 0, 0, 0, 0
copanim_09.png, 256, 384, 256, 128, 0, 0, 0, 0
copanim_10.png, 512, 128, 256, 128, 0, 0, 0, 0
